particle_id,material,center_type,sample_lot,source_or_fabrication,morphology,location_or_image_id,relocation_method,manipulation_history,initial_spectrum_id,status,notes
unknown,diamond,GeV,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unregistered,unknown
